0.00371	2.01013E+14
0.01112	2.01839E+14
0.01853	2.02669E+14
0.02592	2.05183E+14
0.03328	2.07732E+14
0.04064	2.10315E+14
0.048	2.147E+14
0.05535	2.19184E+14
0.0627	2.23769E+14
0.07004	2.30362E+14
0.07739	2.37161E+14
0.08473	2.45189E+14
0.09207	2.54558E+14
0.09942	2.64293E+14
0.1068	2.7555E+14
0.1141	2.87972E+14
0.1215	3.01473E+14
0.1288	3.1691E+14
0.1361	3.33153E+14
0.1435	3.53219E+14
0.1508	3.74596E+14
0.1582	3.97399E+14
0.1655	4.22795E+14
0.1729	4.52741E+14
0.1802	4.85029E+14
0.1875	5.19829E+14
0.1949	5.62197E+14
0.2022	6.0555E+14
0.2095	6.56936E+14
0.2169	7.10873E+14
0.2242	7.7273E+14
0.2315	8.44267E+14
0.2389	9.23471E+14
0.2462	1.00963E+15
0.2535	1.11237E+15
0.2608	1.22711E+15
0.2682	1.36147E+15
0.2755	1.50889E+15
0.2828	1.67572E+15
0.2901	1.86964E+15
0.2974	2.08643E+15
0.3048	2.32613E+15
0.3121	2.60078E+15
0.3194	2.92523E+15
0.3267	3.2931E+15
0.3341	3.70268E+15
0.3414	4.19208E+15
0.3487	4.74504E+15
0.356	5.36133E+15
0.3633	6.07632E+15
0.3707	6.93548E+15
0.378	7.89135E+15
0.3853	9.0234E+15
0.3926	1.0345E+16
0.3999	1.19225E+16
0.4073	1.36323E+16
0.4146	1.56878E+16
0.4219	1.79701E+16
0.4292	2.06762E+16
0.4365	2.38516E+16
0.4438	2.75221E+16
0.4511	3.16878E+16
0.4584	3.67013E+16
0.4656	4.22288E+16
0.4729	4.84896E+16
0.4802	5.57965E+16
0.4874	6.42182E+16
0.4947	7.37575E+16
0.5019	8.47834E+16
0.5091	9.72919E+16
0.5164	1.10628E+17
0.5236	1.26277E+17
0.5308	1.4297E+17
0.5379	1.603E+17
0.5451	1.80293E+17
0.5523	2.0124E+17
0.5594	2.23572E+17
0.5665	2.47146E+17
0.5736	2.72577E+17
0.5807	2.99215E+17
0.5878	3.26564E+17
0.5948	3.54897E+17
0.6018	3.83117E+17
0.6088	4.10913E+17
0.6158	4.37898E+17
0.6227	4.64219E+17
0.6297	4.89456E+17
0.6365	5.13957E+17
0.6434	5.38062E+17
0.6503	5.59875E+17
0.6571	5.81246E+17
0.6639	5.99885E+17
0.6706	6.17627E+17
0.6774	6.32224E+17
0.6841	6.45833E+17
0.6907	6.5602E+17
0.6974	6.6525E+17
0.704	6.71026E+17
0.7106	6.74644E+17
0.7171	6.77433E+17
0.7236	6.77075E+17
0.7301	6.74801E+17
0.7366	6.71673E+17
0.743	6.65259E+17
0.7493	6.5697E+17
0.7557	6.47054E+17
0.762	6.3549E+17
0.7682	6.22425E+17
0.7745	6.0807E+17
0.7807	5.92354E+17
0.7868	5.75371E+17
0.7929	5.57361E+17
0.799	5.38481E+17
0.805	5.17814E+17
0.811	4.97469E+17
0.8169	4.75738E+17
0.8229	4.54565E+17
0.8287	4.32566E+17
0.8345	4.09976E+17
0.8403	3.87273E+17
0.846	3.63935E+17
0.8517	3.40473E+17
0.8573	3.17276E+17
0.8629	2.94723E+17
0.8685	2.72438E+17
0.874	2.50905E+17
0.8795	2.30204E+17
0.8849	2.10594E+17
0.8903	1.91907E+17
0.8956	1.73838E+17
0.9008	1.56907E+17
0.9061	1.40853E+17
0.9112	1.25804E+17
0.9163	1.11368E+17
0.9213	9.81646E+16
0.9263	8.57695E+16
0.9312	7.40916E+16
0.9361	6.35728E+16
0.9409	5.37896E+16
0.9456	4.48777E+16
0.9502	3.67721E+16
0.9548	2.96031E+16
0.9593	2.32448E+16
0.9637	1.76698E+16
0.968	1.29251E+16
0.9723	7.52124E+15
0.9765	1.57655E+15
0.9805	3.14341E+15
0.9845	6.7251E+14
0.9886	0
0.9926	0
0.9964	0
1	0
