0.00371	23.49
0.01112	23.48
0.01853	23.47
0.02592	23.45
0.03328	23.42
0.04064	23.38
0.048	23.34
0.05535	23.29
0.0627	23.24
0.07004	23.18
0.07739	23.11
0.08473	23.03
0.09207	22.95
0.09942	22.86
0.1068	22.77
0.1141	22.67
0.1215	22.56
0.1288	22.45
0.1361	22.33
0.1435	22.2
0.1508	22.07
0.1582	21.94
0.1655	21.8
0.1729	21.65
0.1802	21.5
0.1875	21.35
0.1949	21.19
0.2022	21.02
0.2095	20.85
0.2169	20.68
0.2242	20.51
0.2315	20.33
0.2389	20.14
0.2462	19.96
0.2535	19.77
0.2608	19.57
0.2682	19.38
0.2755	19.18
0.2828	18.98
0.2901	18.78
0.2974	18.57
0.3048	18.36
0.3121	18.15
0.3194	17.94
0.3267	17.73
0.3341	17.52
0.3414	17.3
0.3487	17.09
0.356	16.87
0.3633	16.65
0.3707	16.43
0.378	16.22
0.3853	16
0.3926	15.78
0.3999	15.56
0.4073	15.34
0.4146	15.12
0.4219	14.91
0.4292	14.69
0.4365	14.47
0.4438	14.26
0.4511	14.04
0.4584	13.83
0.4656	13.62
0.4729	13.4
0.4802	13.19
0.4874	12.99
0.4947	12.78
0.5019	12.57
0.5091	12.37
0.5164	12.17
0.5236	11.97
0.5308	11.77
0.5379	11.57
0.5451	11.38
0.5523	11.18
0.5594	10.99
0.5665	10.81
0.5736	10.62
0.5807	10.44
0.5878	10.25
0.5948	10.07
0.6018	9.898
0.6088	9.723
0.6158	9.551
0.6227	9.381
0.6297	9.214
0.6365	9.049
0.6434	8.886
0.6503	8.726
0.6571	8.568
0.6639	8.413
0.6706	8.26
0.6774	8.109
0.6841	7.961
0.6907	7.815
0.6974	7.672
0.704	7.531
0.7106	7.392
0.7171	7.255
0.7236	7.121
0.7301	6.989
0.7366	6.859
0.743	6.732
0.7493	6.606
0.7557	6.483
0.762	6.362
0.7682	6.243
0.7745	6.126
0.7807	6.012
0.7868	5.899
0.7929	5.789
0.799	5.681
0.805	5.575
0.811	5.471
0.8169	5.369
0.8229	5.269
0.8287	5.171
0.8345	5.075
0.8403	4.98
0.846	4.888
0.8517	4.798
0.8573	4.71
0.8629	4.623
0.8685	4.539
0.874	4.456
0.8795	4.375
0.8849	4.296
0.8903	4.219
0.8956	4.143
0.9008	4.069
0.9061	3.998
0.9112	3.928
0.9163	3.859
0.9213	3.793
0.9263	3.728
0.9312	3.665
0.9361	3.603
0.9409	3.544
0.9456	3.486
0.9502	3.43
0.9548	3.376
0.9593	3.323
0.9637	3.273
0.968	3.224
0.9723	3.157
0.9765	3.046
0.9805	2.631
0.9845	2.2
0.9886	1.739
0.9926	1.231
0.9964	0.7197
1	0.2183
