0.00371	1.95021E+16
0.01112	1.9498E+16
0.01853	1.94939E+16
0.02592	1.94816E+16
0.03328	1.94692E+16
0.04064	1.94568E+16
0.048	1.94357E+16
0.05535	1.94144E+16
0.0627	1.93929E+16
0.07004	1.93623E+16
0.07739	1.93311E+16
0.08473	1.92949E+16
0.09207	1.92533E+16
0.09942	1.92109E+16
0.1068	1.91627E+16
0.1141	1.90746E+16
0.1215	1.90192E+16
0.1288	1.89572E+16
0.1361	1.88937E+16
0.1435	1.88174E+16
0.1508	1.87389E+16
0.1582	1.8658E+16
0.1655	1.85357E+16
0.1729	1.84373E+16
0.1802	1.83356E+16
0.1875	1.82305E+16
0.1949	1.81079E+16
0.2022	1.79879E+16
0.2095	1.78171E+16
0.2169	1.76806E+16
0.2242	1.7531E+16
0.2315	1.73676E+16
0.2389	1.7198E+16
0.2462	1.69922E+16
0.2535	1.68015E+16
0.2608	1.66042E+16
0.2682	1.63904E+16
0.2755	1.61406E+16
0.2828	1.59128E+16
0.2901	1.56669E+16
0.2974	1.54131E+16
0.3048	1.51239E+16
0.3121	1.48533E+16
0.3194	1.45611E+16
0.3267	1.42585E+16
0.3341	1.39202E+16
0.3414	1.35822E+16
0.3487	1.32315E+16
0.356	1.2845E+16
0.3633	1.24698E+16
0.3707	1.20672E+16
0.378	1.16689E+16
0.3853	1.12238E+16
0.3926	1.07892E+16
0.3999	1.03278E+16
0.4073	9.85712E+15
0.4146	9.37976E+15
0.4219	8.91436E+15
0.4292	8.41185E+15
0.4365	7.92275E+15
0.4438	7.43277E+15
0.4511	6.93103E+15
0.4584	6.4267E+15
0.4656	5.94407E+15
0.4729	5.45761E+15
0.4802	4.9903E+15
0.4874	4.53413E+15
0.4947	4.0844E+15
0.5019	3.65919E+15
0.5091	3.25304E+15
0.5164	2.87723E+15
0.5236	2.516E+15
0.5308	2.19128E+15
0.5379	1.89783E+15
0.5451	1.62051E+15
0.5523	1.37732E+15
0.5594	1.15559E+15
0.5665	9.67609E+14
0.5736	8.01907E+14
0.5807	6.56526E+14
0.5878	5.37352E+14
0.5948	4.35135E+14
0.6018	3.47815E+14
0.6088	2.7795E+14
0.6158	2.1867E+14
0.6227	1.71594E+14
0.6297	1.32143E+14
0.6365	1.01575E+14
0.6434	7.69801E+13
0.6503	5.81384E+13
0.6571	4.40992E+13
0.6639	3.36183E+13
0.6706	2.59103E+13
0.6774	1.9926E+13
0.6841	1.51756E+13
0.6907	1.13318E+13
0.6974	8.23665E+12
0.704	5.76641E+12
0.7106	3.8105E+12
0.7171	2.35265E+12
0.7236	1.33644E+12
0.7301	6.71008E+11
0.7366	2.75962E+11
0.743	75267559697
0.7493	0
0.7557	0
0.762	0
0.7682	0
0.7745	0
0.7807	0
0.7868	0
0.7929	0
0.799	0
0.805	0
0.811	0
0.8169	0
0.8229	0
0.8287	0
0.8345	0
0.8403	0
0.846	0
0.8517	0
0.8573	0
0.8629	0
0.8685	0
0.874	0
0.8795	0
0.8849	0
0.8903	0
0.8956	0
0.9008	0
0.9061	0
0.9112	0
0.9163	0
0.9213	0
0.9263	0
0.9312	0
0.9361	0
0.9409	0
0.9456	0
0.9502	0
0.9548	0
0.9593	0
0.9637	0
0.968	0
0.9723	0
0.9765	0
0.9805	0
0.9845	0
0.9886	0
0.9926	0
0.9964	0
1	0
